iter	RMSE
237	0.9911404119
238	0.9907482896
239	0.9905005305
240	0.9902546596
241	0.9899164653
242	0.9896500138
243	0.9894299815
244	0.9892415177
245	0.9889715368
246	0.9886585088
247	0.9883693382
248	0.9881522373
249	0.987899907
250	0.9876601852
251	0.9873628116
252	0.9871634121
253	0.9869206872
254	0.9866743489
255	0.986475017
256	0.986278509
257	0.9860056055
258	0.9857348305
259	0.9854453483
260	0.9851075556
261	0.9847792529
262	0.9846059798
263	0.9844148088
264	0.9841332752
265	0.9839399184
266	0.9836859522
267	0.9834430019
268	0.9831789916
269	0.9829761297
270	0.9827280697
271	0.9823090127
272	0.9820713808
273	0.9818120198
274	0.9816105852
275	0.9814224347
276	0.9811671329
277	0.9809482805
278	0.9807614535
279	0.980494615
280	0.9801702507
281	0.9799270251
282	0.9797050379
283	0.979468413
284	0.9791959968
285	0.9789729659
286	0.978610922
287	0.9783208888
288	0.9781277909
289	0.9779290877
290	0.9777291104
291	0.9775042559
292	0.9773099489
293	0.9771945346
294	0.9769989196
295	0.9767171273
296	0.9764971816
297	0.9761576669
298	0.9758335921
299	0.975557288
300	0.9753743335
301	0.9751364058
302	0.9749239158
303	0.9746367744
304	0.9743565677
305	0.9741555925
306	0.973868342
307	0.9736719693
308	0.9734108941
309	0.9731606835
310	0.9729416256
311	0.9727118767
312	0.9724424294
313	0.9721656324
314	0.9717985659
315	0.9715775648
316	0.9713755949
317	0.9711771783
318	0.9709423527
319	0.9706140119
320	0.9702840486
321	0.9700159399
322	0.9697044774
323	0.969477653
324	0.9691624041
325	0.9688755352
326	0.9687224267
327	0.9685886011
328	0.9684084665
329	0.9681174413
330	0.9679176572
331	0.9676691501
332	0.9674609167
333	0.9671561795
334	0.9669079422
335	0.9666383066
336	0.9663025906
337	0.9660845484
338	0.9659084183
339	0.9657019246
340	0.9653981229
341	0.9651738859
342	0.9649951186
343	0.9648171563
344	0.964610244
345	0.9643879121
346	0.9641604978
347	0.9638726871
348	0.9637199959
349	0.9635971674
350	0.963385867
351	0.9631650814
352	0.9629087435
353	0.96266443
354	0.9624224214
355	0.9622344287
356	0.962023985
357	0.9617681038
358	0.9615823454
359	0.9613234594
360	0.9610646565
361	0.9608437774
362	0.9606462176
363	0.9605347811
364	0.9602979907
365	0.960090105
366	0.9599137594
367	0.9597039136
368	0.9595428446
369	0.9593549488
370	0.959151892
371	0.9588786086
372	0.9586760747
373	0.9584876474
374	0.9581976
375	0.9579923608
376	0.9576028264
377	0.9574237804
378	0.9572027428
379	0.9570403848
380	0.9568157637
381	0.9565043785
382	0.9562955269
383	0.9561127943
384	0.9559464526
385	0.9557527765
386	0.9555568445
387	0.9553205836
388	0.9550239654
389	0.9548639538
390	0.9546536762
391	0.9543873366
392	0.954094388
393	0.9539123081
394	0.9535593718
395	0.9533063603
396	0.9531275113
397	0.9528975912
398	0.9526574738
399	0.9524702545
400	0.9521965538
401	0.9519774489
402	0.9517400361
403	0.9515845959
404	0.9513912496
405	0.9511452497
406	0.9509366277
407	0.950741395
408	0.9505609938
409	0.9503358758
410	0.9500121608
411	0.9497976992
412	0.9495735513
413	0.9492909109
414	0.9490915458
415	0.9489203627
416	0.9487509706
417	0.9484447422
418	0.9482335219
419	0.9480370492
420	0.9476915124
421	0.9474448682
422	0.947255193
423	0.9469867204
424	0.9466715421
425	0.9465222094
426	0.9461558939
427	0.9459625208
428	0.945772028
429	0.9455317677
430	0.9452676204
431	0.9450112078
432	0.944768209
433	0.9445240377
434	0.9443570214
435	0.9441467451
436	0.943928699
437	0.9437653459
438	0.9436004674
439	0.9432833339
440	0.9430535192
441	0.9427999146
442	0.9426189408
443	0.942455393
444	0.9421756601
445	0.9420098085
446	0.9417849921
447	0.9415387328
448	0.9412923361
449	0.9409744633
450	0.940764911
451	0.9404912331
452	0.9402542509
453	0.9400467529
454	0.9398217761
455	0.9396704738
456	0.9394672976
457	0.939160231
458	0.9389861732
459	0.9387591336
460	0.9383964627
461	0.9381601153
462	0.9378742232
463	0.9376059006
464	0.9373100892
465	0.9371375943
466	0.9368980768
467	0.936703625
468	0.9365478584
469	0.9363640979
470	0.936187928
471	0.9360040497
472	0.9357382225
473	0.9354879088
474	0.9351673074
475	0.9348179635
476	0.9346686483
477	0.9344017991
478	0.9341034335
479	0.9338463829
480	0.9336724671
481	0.9333503612
482	0.933104777
483	0.9327892826
484	0.9325380324
485	0.9322678723
486	0.9319763813
487	0.9318448342
488	0.9316075673
489	0.9313084498
490	0.9311303917
491	0.9307826915
492	0.9305842283
493	0.9303463467
494	0.9301729211
495	0.9299022505
496	0.929692074
497	0.9295474914
498	0.9292604844
499	0.9290789038
500	0.9289422972
501	0.9286814559
502	0.9284641789
503	0.9282791435
504	0.9280088487
505	0.9277735739
506	0.9274806226
507	0.9273144054
508	0.9271189568
509	0.9269263674
510	0.9266806726
511	0.9264099419
512	0.9261635226
513	0.9258690606
514	0.9256758794
515	0.9253886548
516	0.9251451095
517	0.9248650022
518	0.9246668111
519	0.9244731587
520	0.9241355228
521	0.9239746361
522	0.9237813325
523	0.9236091388
524	0.9233652578
525	0.9231347982
526	0.9228487234
527	0.922705567
528	0.922507817
529	0.9223319794
530	0.9220378932
531	0.9218893104
532	0.9217530007
533	0.9215557319
534	0.9213992642
535	0.9212107597
536	0.9209542672
537	0.9206890166
538	0.9205468436
539	0.920222516
540	0.9199740693
541	0.9196324635
542	0.9194281936
543	0.919252299
544	0.919097863
545	0.9188836599
546	0.9186471998
547	0.9184114877
548	0.9182309211
549	0.9179745359
550	0.917801757
551	0.9175574813
552	0.9172799198
553	0.9170935994
554	0.916927319
555	0.9167618927
556	0.9165631705
557	0.9162399753
558	0.9159330026
559	0.9157590201
560	0.915609097
561	0.9153467058
562	0.9151548158
563	0.914882825
564	0.9146156522
565	0.914375485
566	0.9141495502
567	0.9139633971
568	0.9137201988
569	0.9135566399
570	0.9133213372
571	0.9131540018
572	0.9128790529
573	0.9126507729
574	0.9124916469
575	0.9122445253
576	0.9120164695
577	0.9118829709
578	0.9115196726
579	0.9111603701
580	0.9109125741
581	0.9107448059
582	0.9106143638
583	0.9104655783
584	0.9102501704
585	0.9099772915
586	0.9096694916
587	0.9094496416
588	0.9092375141
589	0.9090448013
590	0.9087906952
591	0.9085583706
592	0.9082997166
593	0.908010907
594	0.907766299
595	0.9075821695
596	0.9073177684
597	0.9071062794
598	0.9068730378
599	0.9066240482
600	0.9064768648
601	0.9062558649
602	0.9061068806
603	0.905920488
604	0.9057825167
605	0.9055112974
606	0.9052585783
607	0.9050141158
608	0.9048536349
609	0.9046485897
610	0.9044551469
611	0.9041855462
612	0.9040045546
613	0.9038307809
614	0.9035360135
615	0.903343061
616	0.9030961126
617	0.9029541898
618	0.9026806958
619	0.9025075233
620	0.9021433708
621	0.90194381
622	0.9016996984
623	0.9015171216
624	0.9013583077
625	0.9011826863
626	0.9009661379
627	0.9008275223
628	0.900569421
629	0.9003914844
630	0.9002164691
631	0.8999269217
632	0.8997306224
633	0.8995606402
634	0.8993548673
635	0.899223256
636	0.8989680351
637	0.8987595615
638	0.8985702394
639	0.8983687142
640	0.8980804696
641	0.8978305433
642	0.8975983139
643	0.8973285425
644	0.8971731357
645	0.8969885464
646	0.8967403262
647	0.8963578999
648	0.8960804241
649	0.8958160594
650	0.8956550092
651	0.8954266183
652	0.8951032239
653	0.8948918412
654	0.8946872902
655	0.894493885
656	0.8943315053
657	0.8941340902
658	0.8939105615
659	0.8936926763
660	0.893502971
661	0.893341669
662	0.8931551382
663	0.89292495
664	0.8926576686
665	0.8924205106
666	0.8921683589
667	0.8919866348
668	0.8917341443
669	0.8914104307
670	0.8912331168
671	0.8909810812
672	0.8907069317
673	0.8904670832
674	0.890233642
675	0.8900973171
676	0.8899088056
677	0.8896476797
678	0.8894127736
679	0.8892081241
680	0.8890226398
681	0.8888717722
682	0.8886795475
683	0.8884358555
684	0.8882515069
685	0.8879564958
686	0.8876714911
687	0.8875571023
688	0.8873960543
689	0.8871626324
690	0.8868910325
691	0.8866646708
692	0.88651826
693	0.8861964368
694	0.8859601233
695	0.8857220866
696	0.8854172618
697	0.885173152
698	0.8849739158
699	0.8847218551
700	0.884542999
701	0.8843005337
702	0.8841056171
703	0.8838688977
704	0.8836402354
705	0.8834268012
706	0.8832210717
707	0.8829696646
708	0.8826937315
709	0.8824193363
710	0.8821954305
711	0.8819355067
712	0.8818177147
713	0.8816545712
714	0.8814395993
715	0.8812047165
716	0.8810582091
717	0.8808261762
718	0.8805888554
719	0.8803932688
720	0.8801627414
721	0.8798871833
722	0.8797334479
723	0.879448568
724	0.8792364792
725	0.8789627206
726	0.8786218919
727	0.8784365704
728	0.8781574459
729	0.8780091559
730	0.8777795511
731	0.8775983323
732	0.8774148178
733	0.8772649973
734	0.8770730176
735	0.8767950963
736	0.8766687256
737	0.8765013814
738	0.8762770729
739	0.8760162828
740	0.8758288103
741	0.8755490943
742	0.8754132627
743	0.8752407575
744	0.8750216287
745	0.8748903029
746	0.8746194236
747	0.8744873484
748	0.874256299
749	0.8740295465
750	0.8737860615
751	0.873611394
752	0.8734256215
753	0.8731588476
754	0.8729814872
755	0.8727043506
756	0.8724032614
757	0.8722340054
758	0.8719589695
759	0.8718144789
760	0.8716749602
761	0.8714908679
762	0.8713523603
763	0.871174408
764	0.8709070161
765	0.8706730152
766	0.870539627
767	0.8702691394
768	0.8700062707
769	0.8698129044
770	0.8696075972
771	0.8693424
772	0.8690590275
773	0.8688166805
774	0.868566758
775	0.8683896445
776	0.8682314057
777	0.8678963526
778	0.8676629826
779	0.8674940543
780	0.8673695326
781	0.8672029178
782	0.8669734352
783	0.8667769808
784	0.86659833
785	0.8664230957
786	0.8662289124
787	0.8660488662
788	0.8658519965
789	0.8656930563
790	0.8654868517
791	0.8653193048
792	0.8651032334
793	0.8649130416
794	0.8647187159
795	0.8645209993
796	0.8642854057
797	0.8640889705
798	0.8639694766
799	0.8638089802
800	0.8636321887
801	0.8634403972
802	0.8632712636
803	0.8630725712
804	0.8628235321
805	0.8626919635
806	0.8624187425
807	0.8622817051
808	0.8621213417
809	0.8619924265
810	0.8618134389
811	0.861607383
812	0.8614370356
813	0.8612766323
814	0.8611377559
815	0.8609195528
816	0.8606623495
817	0.8604801332
818	0.8601689628
819	0.8599614254
820	0.8598165788
821	0.859608995
822	0.8594168833
823	0.8592435442
824	0.8589491279
825	0.8586923572
826	0.8584054905
827	0.8582173097
828	0.8579924156
829	0.8578316081
830	0.8575990105
831	0.8573811526
832	0.857240278
833	0.8570157828
834	0.8568296635
835	0.8565569118
836	0.856372946
837	0.8561089736
838	0.855870568
839	0.8555786253
840	0.8553191195
841	0.8550830698
842	0.8548380264
843	0.8546650845
844	0.8545060024
845	0.8542534715
846	0.8539836839
847	0.8538248224
848	0.8535124178
849	0.8532804826
850	0.8530476789
851	0.8527872263
852	0.8525644453
853	0.8523835424
854	0.852242786
855	0.8520359774
856	0.8518033538
857	0.8516696402
858	0.8514113656
859	0.8512314259
860	0.8510314755
861	0.8508143835
862	0.8505651667
863	0.8504037014
864	0.8501120106
865	0.8499210117
866	0.8496533316
867	0.8494870314
868	0.8492505294
869	0.8490649795
870	0.8488500845
871	0.8485717882
872	0.848387318
873	0.8481760916
874	0.8479804104
875	0.8478043627
876	0.8475122541
877	0.8473760199
878	0.8471850422
879	0.8469320165
880	0.8467499729
881	0.8466172359
882	0.8463368586
883	0.8461893913
884	0.8459174433
885	0.8456183199
886	0.8454096724
887	0.8452481852
888	0.845108237
889	0.8449451459
890	0.8447186364
891	0.84442089
892	0.8441775868
893	0.8439206427
894	0.8437678175
895	0.8435175755
896	0.8432359718
897	0.8430778846
898	0.8428853102
899	0.8425916411
900	0.8424234556
901	0.8421786828
902	0.8420340336
903	0.8417933523
904	0.8416283567
905	0.8414317436
906	0.8412387256
907	0.8410097212
908	0.8408015016
909	0.8405975535
910	0.8404273088
911	0.8402660005
912	0.8400688407
913	0.8398118379
914	0.839604182
915	0.8394082024
916	0.8392693824
917	0.8391210933
918	0.8388584509
919	0.8386085436
920	0.8384450383
921	0.8382775088
922	0.8381399121
923	0.8379971821
924	0.8377407592
925	0.8375696992
926	0.8374469222
927	0.8371242249
928	0.8368384214
929	0.8365916525
930	0.8363989168
931	0.8361226903
932	0.8358772073
933	0.8357540941
934	0.8356115857
935	0.8353615069
936	0.8351565556
937	0.8349394003
938	0.8347245437
939	0.834576897
940	0.8343713846
941	0.8340892401
942	0.8338512822
943	0.8337614771
944	0.8335463676
945	0.833388296
946	0.8332308028
947	0.8329957009
948	0.8327764371
949	0.8325575616
950	0.8323672853
951	0.8322019492
952	0.8320570508
953	0.8318722783
954	0.8317269805
955	0.8315499626
956	0.8314130347
957	0.8311781201
958	0.8309876397
959	0.8307348309
960	0.8305640747
961	0.8303243811
962	0.8301698612
963	0.8299924788
964	0.8298061385
965	0.8295804088
966	0.8293437023
967	0.8291321094
968	0.8289849866
969	0.8288567876
970	0.828766254
971	0.8285173684
972	0.8283388603
973	0.8281679602
974	0.827991678
975	0.8278029669
976	0.8276722997
977	0.8274418726
978	0.8271899474
979	0.8270482047
980	0.8268376631
981	0.8266664263
982	0.8264777535
983	0.8262756435
984	0.8261109803
985	0.8258425716
986	0.8256012348
987	0.8254979095
988	0.8252835982
989	0.8251691804
990	0.8249544311
991	0.8247285335
992	0.8245244462
993	0.8243715461
994	0.8241567981
995	0.8239182809
996	0.8236944167
997	0.8235542567
998	0.8234191486
999	0.8231968387
